step,amount,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest,CASH_OUT,DEBIT,PAYMENT,TRANSFER
535,97112.95,53975.18,152540.71,25706.79,132258.14,1,1,0,1
13,8312.08,106655.87,175379.55,136030.16,187070.45,1,1,0,1
657,36390.2,128128.72,44962.16,94246.05,140244.28,1,1,1,1
530,85.2,144764.32,62718.53,70567.37,190286.89,0,1,0,1
562,16126.58,104484.08,20628.12,52477.96,60943.91,1,1,0,1
726,55478.48,176565.16,184802.87,111687.62,110834.52,0,1,0,1
536,4046.81,18551.01,1649.44,137193.15,182307.09,1,1,1,0
166,18473.03,75867.8,35198.51,62374.33,145715.16,1,0,0,1
41,25517.45,27634.24,133659.63,121941.49,196113.64,1,1,1,1
133,11718.32,68647.7,141660.53,56825.31,93084.81,0,1,0,1
230,47235.69,39473.77,88339.87,128543.47,38834.04,0,0,0,0
721,33935.4,152607.16,20214.02,56808.41,126428.53,1,0,1,1
738,61401.17,151638.78,87949.64,60365.07,199511.86,0,0,1,1
493,46007.94,109242.51,199566.32,151135.8,26845.34,0,1,1,1
489,2715.71,133613.84,41937.26,137589.26,194234.76,1,0,0,0
690,86007.94,142508.92,126356.52,111820.83,85726.17,1,0,0,0
282,19216.71,189708.86,97174.13,48571.56,2005.8,0,1,0,0
405,7631.61,100486.81,110872.75,88938.31,52022.83,0,0,0,0
478,34677.37,157368.8,9325.28,180157.37,135849.88,0,0,1,1
673,26088.29,172298.83,184886.99,118147.07,3739.04,1,0,0,0
562,45534.95,163972.01,118275.67,109804.73,114240.09,1,1,1,0
463,6481.0,164790.74,127544.98,171124.89,102035.9,1,1,0,1
714,88068.22,147968.74,119922.86,33608.59,53631.94,0,0,1,0
492,90811.73,33573.06,185057.86,82435.66,137502.89,1,0,1,0
215,25136.52,25988.64,13640.92,142771.12,85964.34,0,0,0,0
657,9197.12,46143.23,196886.9,131357.68,5402.5,1,0,1,1
148,55050.73,15776.25,42029.02,155035.87,128473.78,0,1,1,1
427,87242.49,199517.84,21244.24,3035.52,64653.44,1,1,0,1
263,4081.05,25289.34,48190.02,35509.52,66934.87,0,1,1,1
176,94436.27,36160.13,56018.56,162777.22,38830.05,0,1,0,0
349,73108.35,102614.59,13441.54,49170.61,38923.87,0,1,0,1
181,16411.24,126996.53,190769.67,132970.06,35758.12,0,0,1,1
186,64330.76,103557.46,70122.93,154972.31,195706.77,1,0,1,0
734,93331.44,47155.94,197015.12,187650.52,101140.84,1,0,0,0
341,29250.75,40046.06,36433.77,189310.66,46342.6,1,0,1,1
29,51167.43,90198.77,59788.11,127272.28,41884.45,1,1,0,0
591,55351.88,16510.69,185511.86,102170.71,189873.18,0,1,1,1
343,11592.59,131872.51,134898.98,191169.2,172320.5,0,1,0,0
324,96775.6,184205.74,103893.86,144964.82,140901.28,1,1,0,0
499,2684.37,147215.82,23691.78,24360.68,93940.76,1,0,0,1
107,17621.94,8268.63,154771.51,135392.28,5146.65,0,0,0,0
127,81116.59,89605.57,102668.36,158219.95,62742.99,0,0,1,1
269,17565.44,107952.84,180852.64,164640.93,80277.71,1,0,1,1
180,9480.75,187812.71,152535.38,199964.87,104954.46,0,0,0,0
223,95688.2,198031.13,67718.31,100278.48,5542.21,0,0,1,0
189,70591.36,99857.19,44477.31,43845.77,21832.31,1,0,1,1
497,60610.0,56267.86,95915.73,124478.06,58790.61,1,0,1,1
24,58453.01,160474.31,84582.53,38865.55,126890.42,0,1,0,0
582,23231.92,161851.93,24396.68,102794.35,137546.14,1,1,0,1
525,90087.99,188455.02,34133.78,166171.58,124851.73,1,0,0,0
86,79446.32,176461.31,51167.36,98638.24,69998.93,0,0,1,0
701,66862.08,95984.18,73891.79,34886.78,17608.58,0,1,0,0
22,34946.06,67167.94,15724.68,171069.55,36095.76,1,0,0,1
521,64314.76,98158.79,119912.86,100951.59,7423.91,0,1,0,1
563,4633.66,179204.52,162465.39,56326.71,133342.56,0,0,0,0
741,99354.8,199148.07,5570.86,47650.16,197221.53,1,1,0,1
170,97098.92,156032.91,38816.78,166750.59,117374.53,1,0,0,0
402,88799.66,57688.42,171780.16,54286.93,133785.96,1,1,0,0
114,56329.22,16440.27,101380.57,37423.91,124593.74,0,1,0,0
326,64748.61,70906.38,60907.29,110562.67,66235.47,0,1,1,0
529,84059.1,62155.75,183953.59,135969.27,83451.04,0,0,1,0
589,52000.83,167051.43,139174.3,4978.47,160912.52,0,0,1,1
572,35606.68,49542.42,11922.94,108890.25,145798.56,1,0,1,0
641,87263.11,80353.77,82242.49,88805.92,51396.57,1,1,0,0
118,59401.09,14725.88,102990.66,61655.84,36159.77,0,0,1,1
463,31139.01,90183.9,177914.35,197804.85,180917.59,1,1,0,1
56,51830.59,174218.83,123668.07,133887.95,45975.99,1,1,0,0
241,24218.72,187414.94,37049.44,109830.59,63944.99,0,0,1,1
97,91766.8,29900.33,167815.79,100236.0,122658.53,0,1,0,0
644,87178.38,154312.03,179184.38,110011.31,71568.21,1,0,1,1
28,31513.47,184371.47,176695.59,98651.82,152465.86,1,1,0,0
182,35252.4,199601.62,106209.13,190662.91,18128.83,1,0,1,1
351,1916.51,150295.5,22212.99,70920.21,73138.12,1,0,0,1
494,4941.14,98790.55,128340.02,76305.14,150151.42,1,1,0,0
22,14663.68,132627.91,103262.96,170950.78,183540.18,0,0,1,0
195,28278.95,52744.09,1292.38,28206.74,64796.38,1,0,1,0
422,72941.74,118644.5,38717.42,121896.75,10590.35,1,0,1,0
296,23099.04,133946.35,71350.53,104223.96,21102.57,0,0,0,0
126,40116.22,151072.59,18244.49,132244.98,134606.51,1,1,0,1
150,96991.77,58702.44,138776.46,96623.31,39709.33,1,0,1,1
365,53557.41,31359.33,58070.41,37144.97,108476.66,0,0,1,0
302,64231.45,52311.07,198644.6,39734.26,41257.59,1,0,1,0
114,53571.08,15781.73,5963.89,106193.92,133201.3,0,1,0,0
138,23925.58,119932.9,146431.17,146831.42,84392.33,1,1,0,1
704,46510.13,112797.27,171140.92,38601.22,134193.65,0,1,0,1
346,32589.66,93439.86,162288.85,185470.99,96953.0,0,0,1,0
388,13927.89,167313.32,19940.32,160961.83,15425.0,1,1,0,0
614,40364.44,175901.84,185269.12,63049.85,7145.03,0,1,0,1
310,91019.08,136994.13,182717.62,193351.14,146581.81,0,0,0,0
463,52709.84,193469.77,52948.27,185517.98,135062.58,1,1,1,0
329,27937.99,8501.55,71413.09,173333.06,130583.19,1,1,0,0
526,36744.99,106571.55,6159.23,142835.7,120699.27,0,0,1,0
103,48808.79,128359.44,2891.57,123112.61,190600.61,1,1,0,0
404,42286.05,36457.47,143955.78,104930.07,67257.43,1,0,1,0
631,80483.21,175961.38,155965.47,52841.3,88298.7,0,0,0,1
235,63306.62,24927.61,73753.15,175851.16,134517.64,0,1,0,0
565,56137.51,108545.5,74887.86,4101.21,27389.19,1,0,0,0
647,60485.6,156048.04,89569.14,192022.21,177073.87,1,1,0,0
687,68432.01,109528.34,171033.74,19545.08,34891.56,1,1,1,1
440,6673.2,78617.87,124589.04,100570.95,152978.32,0,0,0,0
277,39960.83,174739.6,13118.32,93594.97,153340.77,0,0,0,1
186,86282.15,67460.22,39441.68,162482.04,151769.73,0,0,0,1
606,94283.88,122786.23,81852.76,103592.85,96607.22,0,0,1,0
362,78700.3,67471.59,99423.73,176535.25,170851.65,0,1,0,0
331,29422.68,129522.91,167206.71,140736.27,156364.28,1,0,1,0
533,70870.24,54767.42,79985.95,97551.15,1187.55,1,0,1,0
457,41695.83,199793.78,135382.76,7741.19,38664.03,0,1,1,1
276,46141.31,34503.27,16191.67,36971.46,34909.79,0,1,1,0
619,53550.46,74782.75,99563.52,163249.7,3039.87,0,1,1,0
6,98709.79,60502.1,130827.44,88825.61,132025.41,0,1,1,1
59,90108.21,49197.41,43873.46,58147.84,61937.35,0,0,0,1
516,43515.7,73868.31,118793.96,166661.91,72188.97,0,1,0,0
150,86754.51,197025.66,17433.64,137826.89,25218.03,0,0,1,1
179,87493.64,84535.37,116246.57,129034.08,171616.76,0,0,0,1
144,53168.38,26233.12,61125.71,111943.33,108578.2,1,0,0,1
379,97535.76,192542.2,68196.45,100921.22,190344.94,0,1,1,1
382,60159.97,176627.79,88728.46,101957.73,95523.06,0,1,0,1
16,58478.84,110243.38,162760.43,61087.59,151848.02,0,1,1,0
710,46561.94,112465.82,99194.3,66005.68,16148.62,1,1,1,1
113,27790.34,127065.77,109782.5,145324.37,46483.21,1,0,1,0
206,7522.14,124414.76,68896.61,137989.87,80235.8,0,1,0,0
164,67001.6,123247.28,121024.94,50222.7,174459.59,0,1,0,1
472,41513.72,103520.3,179512.32,145863.04,20245.84,1,0,0,1
119,2843.58,104490.84,185665.71,189281.02,195190.19,0,0,1,1
242,1657.73,6649.8,69826.35,121258.87,131720.61,0,1,0,0
215,16561.89,103279.24,117682.04,115312.66,152549.34,1,0,1,1
602,5738.9,134976.73,161037.08,69890.47,86042.39,1,1,0,1
468,63102.25,120121.17,129536.79,157090.46,92321.65,0,0,1,0
554,92763.67,77930.63,180913.51,40625.46,85969.77,1,1,1,0
656,87430.61,63401.42,184482.29,143000.16,188824.01,1,0,0,0
252,10881.71,192338.99,82984.36,65836.52,79371.98,0,0,1,1
542,69491.48,185113.81,168129.74,17260.16,120449.6,0,1,0,0
87,12223.71,53481.58,161556.68,187464.53,34849.26,1,1,0,0
282,11942.86,45517.82,112102.46,193764.64,27732.72,1,1,1,0
329,21372.41,18633.97,160351.69,116068.05,29227.2,0,0,0,1
605,74031.93,84088.06,110270.15,14386.35,162145.31,0,1,1,0
143,10988.48,122973.91,148254.45,156163.37,61004.31,0,0,1,1
98,18042.21,98464.18,187980.01,181132.61,73366.61,0,0,0,1
503,2142.9,199360.06,72951.91,172678.83,168308.27,1,0,1,0
719,49962.1,168410.76,119941.78,26709.19,24253.56,1,1,0,0
616,38989.92,102132.23,78729.84,98918.12,144104.47,1,0,1,0
396,237.14,46788.7,50896.71,2185.9,122765.33,0,1,1,1
571,15212.59,137335.59,90587.63,36149.53,170070.65,0,0,1,0
560,52158.97,51775.97,66222.25,158594.24,109079.76,1,1,1,0
669,50825.11,139202.16,74126.17,155184.02,111460.66,0,0,1,0
208,74145.76,158972.5,166963.23,74078.0,173619.72,0,1,0,0
517,80239.82,93865.49,163470.83,111828.05,86562.76,0,1,1,0
671,11272.22,121875.85,173471.25,68643.98,168835.75,0,0,0,1
569,4218.58,134521.11,175584.87,140991.96,191010.82,0,0,1,1
507,98267.5,86229.17,38263.17,170206.67,168096.26,0,0,1,0
443,20082.69,170984.14,33367.46,9915.25,59257.05,0,1,0,0
95,70290.42,146170.44,125853.44,4623.94,174156.66,1,0,0,1
420,93816.72,175973.2,63881.74,142075.67,162856.05,0,1,0,0
682,63755.93,1040.64,132357.65,92069.45,26011.64,0,1,1,1
579,30932.32,75232.72,2757.94,148639.16,96601.97,1,1,0,0
7,39900.75,133500.13,21786.16,11190.63,123481.79,1,0,0,1
414,57711.38,131611.82,108706.3,15486.47,142739.39,0,1,0,1
402,28183.21,153429.62,135006.85,118474.06,190152.1,1,0,0,0
387,64200.41,8726.47,16937.54,166753.29,152613.46,1,0,0,0
295,54808.43,6786.06,188437.32,45664.52,69160.8,1,0,0,1
361,60763.73,108135.42,51302.88,21293.22,117405.75,0,0,0,0
714,14303.66,109729.18,149318.64,10488.87,61970.52,0,1,1,1
21,92038.7,56577.37,45747.25,117366.05,87089.66,0,1,0,1
509,92963.9,129633.56,123406.64,67726.8,199778.93,0,0,0,1
203,49683.65,170330.29,87913.82,6799.65,152765.96,0,0,1,1
373,45632.21,13201.17,196335.17,91584.88,153992.49,1,1,0,0
118,56271.13,123546.6,59850.33,167599.5,80217.62,1,1,0,0
79,64105.04,33864.09,155750.26,61565.2,77427.7,0,0,0,1
542,9740.85,119010.47,15615.82,155167.42,84963.57,1,1,1,0
186,54695.08,34058.01,60617.82,144585.07,196225.72,0,0,1,1
40,58546.04,131891.96,59686.83,28405.0,36604.51,0,1,0,0
452,33665.58,190412.85,134643.47,89035.9,147476.05,1,1,0,0
244,59983.76,18737.42,46271.19,69574.91,91999.9,1,1,0,0
239,62904.32,3807.44,125631.51,177412.93,121478.44,0,0,0,0
338,47631.0,98261.62,60791.55,83057.62,110855.88,0,0,0,0
510,54244.44,2769.55,89866.95,147715.52,88847.39,0,1,0,1
719,90167.75,158785.36,155005.64,13565.92,30084.7,0,0,0,1
8,25410.36,178900.06,109287.36,150930.32,113341.51,1,1,1,0
282,67693.7,165992.84,26354.53,13829.96,62600.01,0,0,0,0
403,24472.75,165381.78,93827.91,51449.4,173516.97,1,1,1,1
10,72420.1,43511.86,40362.46,53518.65,31721.48,1,0,1,1
70,83416.31,174956.63,49115.23,20504.54,17871.34,0,0,1,1
314,53252.04,128673.2,20177.87,25167.12,16767.0,0,0,1,1
54,73078.96,166673.3,20117.87,160229.88,2406.15,1,1,1,1
396,44840.0,35592.65,160149.13,174914.14,54657.07,0,1,1,0
226,74553.38,145098.45,137166.22,46196.02,94473.88,1,0,1,1
590,99749.9,74375.08,146188.86,56177.0,146118.49,0,1,0,1
667,71006.49,128594.43,74084.09,118596.4,129868.13,1,0,1,1
681,59808.56,165798.13,115108.4,63948.22,117425.88,1,0,1,0
731,9992.98,105561.93,141825.06,170974.78,131561.6,1,1,1,1
713,24800.05,151477.15,36595.58,71002.68,177334.56,1,1,0,0
474,4517.81,67036.62,53632.68,145405.56,128488.81,1,0,1,1
212,92786.4,112414.84,181454.23,97899.12,186195.22,0,0,0,1
680,46815.84,136320.41,195501.66,73282.62,20877.61,0,0,1,1
331,72106.3,194908.73,104366.36,76371.83,25426.3,1,0,1,1
568,47643.22,11266.89,195433.31,119186.25,165563.54,0,1,0,0
715,56517.84,99175.19,191790.6,101651.45,199142.08,0,0,1,0
718,4001.41,122602.65,53026.27,19623.42,64085.15,0,0,0,1
134,64365.48,135435.79,141972.03,62693.99,145934.17,0,1,0,0
374,48603.94,101423.51,138143.36,83256.43,126858.59,1,0,1,1
90,15421.97,95105.72,119010.07,63872.68,196807.72,0,1,1,1
597,71398.84,40640.17,84736.27,71363.03,46293.78,1,1,1,0
445,92388.4,87599.58,112180.86,189780.38,140343.39,0,0,0,1
273,72301.83,96901.19,136408.57,145161.6,156863.38,0,1,0,1
484,57466.05,38656.64,191846.45,152669.54,78067.62,1,0,1,0
725,16280.22,67146.9,30211.8,26031.5,36690.48,1,0,1,1
251,36099.77,41876.72,164384.61,24580.82,18922.2,0,0,1,1
113,33137.83,186194.42,35596.22,133372.37,173034.48,0,0,0,1
509,18782.03,10344.66,17939.34,33958.18,143620.75,0,1,0,0
295,38657.6,9042.39,196552.31,167828.48,170224.06,0,0,1,0
730,75563.3,102433.11,109314.83,194991.13,158230.7,0,1,1,0
17,18337.27,92138.05,26933.21,152670.63,174688.61,1,1,1,1
462,31559.03,193522.45,190122.39,462.1,81397.11,1,0,1,0
515,43319.09,183044.08,148786.78,1451.98,169060.84,1,1,0,1
547,91260.41,122334.79,144465.87,17761.39,157085.48,1,0,0,1
583,63395.53,138971.61,143604.72,19955.89,25716.55,1,1,1,0
211,40528.4,19488.51,36845.36,1419.93,31443.22,0,0,1,0
542,50576.0,156265.81,179031.89,77949.17,191376.24,1,1,0,0
102,67958.8,151182.16,118443.72,118119.56,68238.51,0,1,0,0
124,2005.72,145176.06,9376.91,39578.66,105309.83,1,1,1,1
582,55681.34,179956.95,30818.37,107914.14,116480.53,0,1,1,0
25,40053.51,74165.77,119929.56,33222.69,168357.22,1,1,1,0
691,17287.04,195430.87,90257.49,181908.51,116040.61,1,1,0,1
556,68946.69,56590.71,142934.55,178242.99,196892.27,0,1,0,1
583,55340.75,93271.31,111834.64,126569.9,94396.05,1,0,1,0
179,41152.19,132516.68,154708.37,18173.21,152081.06,1,0,1,1
437,22894.83,165786.96,59742.63,188400.37,171163.21,0,0,0,1
534,92955.83,43223.32,154913.06,80761.87,162496.2,1,0,1,1
671,19116.63,188315.7,86631.06,127911.85,33554.1,0,1,0,0
210,47770.03,2931.57,131379.32,175277.89,155807.03,1,1,0,0
710,62991.37,5637.15,105701.89,137643.84,178774.82,1,0,0,1
513,56568.9,119440.33,20418.21,40875.23,147135.81,1,0,0,1
79,24895.8,31823.29,27749.05,132511.04,85787.55,1,1,1,0
488,40496.3,195993.64,159889.75,108939.58,129584.63,0,1,0,1
676,56720.69,125672.76,36565.52,104180.55,101062.27,1,1,0,1
461,42289.64,40162.03,16027.8,21715.14,30831.74,1,1,0,0
393,5356.88,101088.34,17205.4,91334.66,153087.08,1,1,1,0
217,68712.94,144690.26,139377.99,94546.95,125081.35,1,1,1,1
649,50753.29,108222.04,190671.04,118143.48,49056.63,0,1,1,0
639,79085.98,49071.03,134663.47,108010.11,89717.89,1,0,0,0
575,7918.71,16773.96,44970.08,15723.3,196830.61,0,0,1,0
396,84699.79,80739.08,113393.32,59950.93,175144.11,1,0,0,0
46,97744.36,61700.35,110263.41,14672.8,56361.69,0,1,1,1
462,6540.28,189604.97,197537.29,56313.81,55488.23,1,0,1,1
554,19984.26,135255.85,149776.15,126904.33,41324.28,1,1,0,0
470,48214.53,81999.08,174312.58,175589.15,78206.21,1,1,1,1
11,90715.0,77360.29,107908.65,9160.33,5603.89,0,1,1,0
541,75123.96,2866.03,188759.22,95029.59,113518.08,0,0,0,0
94,74915.31,101050.15,116227.25,94151.48,31774.44,0,0,1,1
258,89971.08,167082.1,22646.73,195263.0,27905.15,1,1,0,0
684,50845.39,103271.96,199953.12,82079.15,17772.17,0,1,1,0
561,54213.22,158556.51,104069.07,34083.51,17271.21,0,1,0,1
361,81939.23,9213.07,171379.89,114891.07,117352.72,1,0,1,1
11,26556.92,65422.89,98606.66,181741.54,195936.13,0,1,1,0
367,97485.76,81879.91,27559.38,163031.9,2093.57,1,1,1,0
102,60134.25,54651.16,165128.67,139943.8,53551.78,0,0,1,0
207,17018.53,179802.67,144257.25,6185.45,179693.45,1,0,0,1
293,89888.61,37912.85,37366.39,72674.36,78258.3,0,1,0,1
702,9257.09,69808.86,187827.91,101894.89,18619.92,1,1,0,0
119,23804.83,123407.84,52294.73,72235.76,12383.17,0,1,1,1
383,80819.99,130234.32,122537.89,146163.82,146859.67,0,1,0,0
557,88424.81,117805.73,195568.24,1827.78,192912.34,1,0,0,0
632,7826.39,91315.25,28679.55,175630.56,110308.95,0,0,1,0
720,61576.91,52459.8,85912.23,125668.3,120412.47,0,0,1,0
581,12200.25,84423.01,4747.13,36253.62,168573.06,0,0,0,1
179,25434.61,33175.84,58730.04,49867.66,49970.6,1,1,0,1
399,42889.69,160920.91,103584.35,117352.71,125348.36,1,0,1,1
734,50494.16,166245.01,12232.44,180424.0,176528.36,0,1,0,0
653,87486.01,168272.82,151908.83,96586.29,119303.58,0,1,0,0
552,45781.88,56134.22,101980.81,119465.4,9427.74,1,1,1,1
654,1122.71,30592.78,175738.16,14077.88,147625.91,0,0,0,1
492,30370.01,46158.72,125549.96,178526.61,58085.91,1,1,0,1
189,32013.23,6346.85,151716.64,67535.14,185667.25,0,0,0,1
188,19681.99,110019.37,148005.08,137745.45,9215.36,0,1,0,0
224,13020.71,190893.05,157374.85,182189.3,120193.33,0,0,1,0
200,91640.11,185617.43,52895.8,120.27,186992.58,0,1,0,0
9,92537.91,82834.35,156273.6,34940.28,148689.22,0,1,0,0
606,86112.21,33752.69,46601.62,181878.26,192572.06,0,0,1,1
320,17900.51,137803.83,152647.43,62659.93,46289.87,0,0,0,0
178,43906.84,145388.11,12082.23,18974.6,127052.43,1,1,0,0
346,47337.04,157274.0,175515.06,165238.59,159355.02,1,1,0,1
391,8039.98,183254.87,78718.12,41004.08,122497.9,1,0,1,1
21,7969.86,199622.3,115747.36,106285.93,9944.1,1,0,1,1
57,50718.09,65238.61,64791.31,29672.68,737.36,1,1,0,0
319,44720.35,68594.75,136188.18,47293.22,140554.58,1,0,0,0
288,92832.11,153443.9,162983.38,43730.1,35647.51,1,1,0,0
710,20213.18,177378.17,161375.58,169658.84,194485.7,0,1,1,0
740,18859.47,89174.14,157859.42,71078.67,150665.73,0,1,0,1
226,50884.11,27841.04,83088.98,66091.98,34181.13,1,0,1,0
585,12165.53,75516.64,16740.69,162351.94,10625.07,1,1,0,1
251,96229.03,41947.07,55935.99,180064.17,163772.05,1,1,0,1
695,94832.87,28784.54,811.04,163931.67,56581.69,0,0,0,1
578,20547.53,139253.58,170856.93,107266.19,107945.21,1,0,0,0
382,35973.13,146180.36,115794.78,198339.38,134912.9,0,1,0,0
612,24754.1,166580.82,45754.82,177582.37,30153.44,1,0,1,1
431,98336.29,86665.66,142327.62,21828.41,169452.63,1,1,0,0
174,81429.82,120644.7,182186.5,152536.96,45126.88,1,1,1,0
113,16547.04,15258.14,113938.81,188243.83,169227.53,0,1,1,1
742,82064.92,848.16,154712.5,161354.92,174078.83,0,0,1,1
489,6464.6,185825.29,41685.11,71874.45,84868.51,1,0,1,0
256,45248.26,115464.65,67058.19,105105.08,84609.28,0,0,1,0
446,1503.4,41747.91,40190.09,164260.84,109091.47,1,0,1,0
531,12138.22,61426.4,157872.8,38717.73,104549.63,1,1,0,0
20,84900.76,126470.63,124597.7,126225.4,22725.15,1,1,0,0
496,93026.46,74228.05,137562.62,75129.66,111751.48,0,0,0,1
368,47233.85,537.3,23142.85,110346.13,127420.22,1,0,1,0
287,77821.25,33206.38,175899.82,101435.4,130356.09,0,0,0,0
116,15675.46,183537.33,11621.21,92035.53,3449.08,0,1,0,1
654,73595.63,3524.27,43521.88,65300.16,61718.85,0,1,1,1
468,78149.55,131933.89,140497.23,28325.14,117359.17,1,0,0,1
27,77447.12,171746.8,70219.19,113655.42,128842.41,1,0,0,0
120,3928.71,29953.26,193717.95,104038.1,28190.52,0,1,0,1
337,80840.14,43614.85,101731.03,76522.62,181828.52,0,0,1,0
641,5474.57,94203.3,86642.12,162083.56,170488.78,1,1,1,0
487,62271.26,124593.98,139605.3,195195.33,33662.25,1,1,0,1
711,26958.14,11134.67,201.14,63641.26,168134.61,1,0,1,0
653,40199.71,117729.03,27145.49,112018.58,137471.76,0,0,0,1
228,5586.97,174683.04,188772.3,39813.49,167066.81,0,1,0,1
420,84425.06,188721.77,122119.96,59969.75,131527.8,1,0,0,1
467,9381.47,14063.88,74557.18,191700.51,42160.71,1,0,1,0
368,56666.06,57503.89,195173.84,178360.04,190912.46,0,0,0,1
495,30002.3,77424.11,57841.37,50606.32,127727.93,1,0,1,1
293,63825.8,144999.05,78871.15,80699.09,132530.9,1,1,1,1
349,22420.68,144795.42,22125.73,37450.97,63954.87,1,1,1,1
687,27291.28,103964.95,47983.91,111394.21,39453.25,0,1,1,1
605,89051.29,184740.46,142116.97,22065.03,167959.3,1,0,0,1
334,34117.04,106103.48,184886.73,106227.53,7162.16,0,1,1,0
56,89982.5,86000.8,169689.3,137642.62,59230.03,0,1,0,0
479,60758.36,101991.09,62524.49,91233.6,105418.49,0,1,0,1
547,22724.72,134878.4,86696.27,175740.63,197093.62,0,1,1,0
417,90192.19,42828.99,176069.87,74207.43,61640.38,1,1,0,0
98,55879.44,145226.71,169698.93,50863.8,150851.96,1,0,0,1
433,4225.96,194469.61,90450.66,89256.55,184418.44,0,1,0,0
89,93557.78,149978.85,159914.67,63245.01,10728.73,0,0,1,0
90,43711.26,135771.66,94860.18,77987.22,105307.98,1,0,0,0
486,76523.13,73117.58,126891.37,14141.48,20138.13,0,0,0,1
579,48152.47,111172.91,43805.63,189660.2,112052.17,1,0,1,1
638,50094.31,14124.1,90458.12,36298.11,59978.36,0,1,1,0
23,32648.82,127080.78,145883.33,112861.46,120460.01,1,0,1,1
274,79387.34,152168.15,118002.27,187530.22,143611.49,0,0,1,0
589,71515.35,133890.14,16893.57,165270.53,159103.12,1,1,1,0
67,11912.16,70790.88,103733.75,56680.32,165420.19,0,1,1,0
27,51070.88,66941.42,186661.55,75785.18,132193.54,1,0,0,1
184,66826.13,15353.03,43174.68,115930.09,117239.03,0,1,0,0
412,70939.13,47098.52,160332.01,101484.16,137335.45,1,0,1,0
119,19932.25,192771.35,104968.38,100395.61,11427.78,0,0,0,1
263,67582.01,156435.81,49784.08,162255.93,163658.11,0,0,0,0
403,56317.93,35522.56,192597.77,48542.73,148624.21,0,1,0,1
52,23234.68,102383.45,89173.85,18732.34,73570.11,0,0,0,0
578,68756.01,54175.7,67405.62,5390.34,152278.06,0,1,1,0
13,92104.55,4347.14,69544.93,71890.81,117871.31,1,1,1,1
184,26837.28,156458.64,166951.23,92886.14,67885.67,0,1,1,1
3,81832.94,36786.13,78301.31,17751.34,95510.22,0,1,1,0
679,93495.87,165847.14,32682.77,890.92,32067.13,1,1,0,1
568,72119.71,75467.12,22428.17,116201.14,98568.24,0,1,1,1
